LADBS_ID,Address,Postal_Code,EBEWE_Compliance_Wave,EBEWE_Compliance_Date,Property_Type,Year_Built,Building_SQFT,LADBS_Building_Category,City_Owned,Energy_STAR_Score,Census_Tract_GEOID,Longitude,Latitude,CES_Score,CES_Score_Percentile,Disadvantaged_Community,AC_Opt,CDI,Site_EUI,Source_EUI,Total_Water_Use,Predicted_HVAC_Capacity_Tonnage_per_Unit,Predicted_HVAC_Units,Predicted_HVAC_Type,Predicted_Natural_Gas_Usage,Predicted_kwAmount,Basic_pred_energy_savings,Basic_pred_elec_savings,Basic_pred_gas_savings,Basic_pred_invest_cost,Mid_pred_energy_savings,Mid_pred_elec_savings,Mid_pred_gas_savings,Mid_pred_invest_cost,Adv1_pred_energy_savings,Adv1_pred_elec_savings,Adv1_pred_gas_savings,Adv1_pred_invest_cost,Adv2_pred_energy_savings,Adv2_pred_elec_savings,Adv2_pred_gas_savings,Adv2_pred_invest_cost
4.24103E+11,14766 RAYMER ST,91405,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037127210,-118.458336,34.213097,54.33918793,92.64724429,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24105E+11,8526 WILLIS AVE,91402,3,1-Dec-23,Multifamily Housing,1961,27440,"20,000 to 49,999",No,56,6037120107,-118.455284,34.225258,37.2153449,72.14024467,No,Eligible,,53.9,85.3,2336.9,0.330396,5,4,,,585.0375481,291.2687964,293.7681772,26062.05247,2592.846524,2291.124095,301.722391,99771.98205,667.438137,291.2677548,376.1705001,34767.88589,-8.38220974,-10.8904425,921.8800322,109375.5002
4.24106E+11,616 VETERAN AVE,90024,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037265303,-118.45458,34.06612,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24107E+11,4600 WILLIS AVE,91403,3,1-Dec-23,Multifamily Housing,1970,49833,"20,000 to 49,999",No,97,6037141303,-118.45524,34.154305,28.1030612,56.11048051,No,Eligible,,24,47.1,1569.4,0.27642,9,4,,,529.6989316,304.396919,225.3022772,26804.03196,4748.7533,4201.37505,547.37818,102612.463,586.9654951,304.3986831,282.5666418,35757.71806,-3.733918793,-4.850839578,661.9281456,112489.3906
4.2411E+11,8540 WILLIS AVE,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037120107,-118.455284,34.22546,37.2153449,72.14024467,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24113E+11,8550 WILLIS AVE,91402,5,1-Dec-25,Multifamily Housing,1962,29188,"20,000 to 49,999",No,60,6037120107,-118.455284,34.225605,37.2153449,72.14024467,No,Eligible,,48,80,2125.2,0.308164,5,4,,,555.8342644,281.8121484,274.0216718,26227.91531,2750.994765,2430.177388,320.817336,100406.946,631.8880647,281.811508,350.0766319,34989.15397,-7.464861222,-9.69854752,853.7624873,110071.5824
4.24116E+11,8504 WILLIS AVE,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037120107,-118.455284,34.22494,37.2153449,72.14024467,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24117E+11,8916 WILLIS AVE,91402,5,1-Dec-25,Multifamily Housing,1979,41999,"20,000 to 49,999",No,,6037120108,-118.455284,34.232357,42.61968238,79.65695548,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2412E+11,8616 WILLIS AVE,91402,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037120107,-118.455284,34.2268,37.2153449,72.14024467,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24122E+11,8434 WILLIS AVE,91402,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037120106,-118.455284,34.22401,41.98996554,78.72367259,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24125E+11,2300 LINCOLN BLVD,90291,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037273700,-118.453461,33.994614,18.76664768,35.12422752,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24125E+11,12100 W OLYMPIC BLVD,90064,4,1-Dec-24,Office,2002,155641,"100,000+",No,83,6037267600,-118.45403,34.032314,28.82059401,57.49779291,No,Ineligible,,65,188.1,4523.6,33.931136,,,,,,,,79039.72794,16977.37818,15264.31713,1713.060832,302583.6253,,,,105442.357,,,,331708.7089
4.24126E+11,555 LEVERING AVE,90024,5,1-Dec-25,Multifamily Housing,1962,21480,"20,000 to 49,999",No,59,6037265303,-118.45449,34.06675,18.77405466,35.14945138,No,Eligible,,43.3,82.7,1246.1,0.264485,4,4,,,466.9767912,231.8116404,235.1646836,25150.42491,2012.638596,1776.695381,235.9431852,96282.04632,532.9553069,231.8107774,301.1446255,33551.73598,-6.733658529,-8.748615711,738.0894921,105549.6418
4.24131E+11,14760 ROSCOE BLVD,91402,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037120020,-118.454605,34.221485,57.37375669,94.82910834,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24131E+11,8352 WILLIS AVE,91402,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037120106,-118.455284,34.22253,41.98996554,78.72367259,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24133E+11,14731 RAYEN ST,91402,4,1-Dec-24,Multifamily Housing,2012,36924,"20,000 to 49,999",No,68,6037120108,-118.45413,34.231815,42.61968238,79.65695548,Yes,Eligible,,26.3,68.3,782.5,0.161889,7,4,,,457.1077428,252.81224,204.2955548,24339.63266,3467.180343,3061.753662,405.4266292,93178.13308,510.4735832,252.813148,257.6603473,32470.10465,-4.090946728,-5.31486371,611.1317694,102146.9625
4.24137E+11,13261 GLENOAKS BLVD,91342,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037106520,-118.454994,34.31166,39.89732287,75.81031656,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24142E+11,640 VETERAN AVE,90024,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037265303,-118.454346,34.06551,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24149E+11,433 KELTON AVE,90024,3,1-Dec-23,Multifamily Housing,1970,47946,"20,000 to 49,999",No,82,6037265303,-118.45381,34.069637,18.77405466,35.14945138,No,Eligible,,28.7,54.5,2256.1,0.291181,9,4,,,550.1375774,309.9405904,240.1971424,26605.37619,4565.38395,4038.661159,526.7227237,101851.9596,612.2529673,309.9420105,302.310822,35492.70283,-4.464664393,-5.800290449,713.7720585,111655.6852
4.24155E+11,411 KELTON AVE,90024,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037265303,-118.45386,34.070026,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24155E+11,14757 SHERMAN WAY,91405,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037127220,-118.45134,34.2012,58.65827928,95.80022701,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24155E+11,8636 WILLIS AVE,91402,1,1-Dec-21,Multifamily Housing,1962,33911,"20,000 to 49,999",No,100,6037120107,-118.455284,34.22709,37.2153449,72.14024467,No,Eligible,Eligible,1.1,3,3440.4,0.160635,6,4,1148.34676,10.817609,257.727876,163.9007056,93.82763504,26309.06454,3134.950206,2763.218584,371.7315738,100717.6054,278.2840969,163.9027088,114.3811793,35097.41049,-0.172280969,-0.223532801,250.5726489,110412.1441
4.24162E+11,1636 S BARRINGTON AVE,90025,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037267501,-118.454636,34.042126,30.9429244,61.23092445,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24165E+11,8856 WILLIS AVE,91402,5,1-Dec-25,Multifamily Housing,1977,21205,"20,000 to 49,999",No,,6037120108,-118.455284,34.230904,42.61968238,79.65695548,Yes,,,,,1921.7,,,,,,,,,,,,,,,,,,,,,
4.24166E+11,14751 TITUS ST,91402,3,1-Dec-23,Multifamily Housing,1963,51370,"50,000 to 99,999",No,99,6037120020,-118.45451,34.219738,57.37375669,94.82910834,Yes,Eligible,,53.1,62,7284.1,0.415516,9,4,,,745.8500505,397.9680469,347.8817645,29439.65511,4949.131611,4384.203992,564.9275472,112702.2803,839.9250378,397.9684299,441.9565891,39273.7514,-8.258952201,-10.7300172,1065.075255,123550.3998
4.24172E+11,14740 ROSCOE BLVD,91402,2,1-Dec-22,Multifamily Housing,1968,38200,"20,000 to 49,999",No,,6037120020,-118.454285,34.22149,57.37375669,94.82910834,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24172E+11,8334 WILLIS AVE,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120106,-118.455284,34.222233,41.98996554,78.72367259,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24172E+11,8630 WILLIS AVE,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120107,-118.455284,34.227,37.2153449,72.14024467,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24179E+11,14746 RAYMER ST,91405,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037127210,-118.458336,34.213097,54.33918793,92.64724429,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24179E+11,11565 LAUREL CANYON BLVD,91340,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037106649,-118.45464,34.279957,35.16095937,68.73502333,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24185E+11,4701 NATICK AVE,91403,3,1-Dec-23,Multifamily Housing,1970,139489,"100,000+",No,91,6037141303,-118.454155,34.155815,28.1030612,56.11048051,No,Eligible,,24.5,49.2,3129.8,0.548809,24,4,,,1065.519979,675.2508498,390.2703955,41505.54707,14870.05243,13335.79085,1534.26139,158893.4986,1162.737399,675.257142,487.4797698,55370.16419,-3.815938336,-4.956348953,1132.267661,174187.7381
4.24187E+11,4642 WILLIS AVE,91403,3,1-Dec-23,Multifamily Housing,1969,49794,"20,000 to 49,999",No,94,6037141303,-118.45524,34.15472,28.1030612,56.11048051,No,Eligible,,36.7,72.4,2219.5,0.320341,9,4,,,619.2413444,342.0611416,277.1802384,28990.19162,4764.21962,4216.990901,547.2286485,110981.6228,692.2093892,342.0622629,350.1470258,38674.14799,-5.708727738,-7.416630661,833.4850866,121664.1211
4.24211E+11,2724 ABBOT KINNEY BLVD,90291,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037273800,-118.453781,33.988543,21.68399983,42.4265355,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24215E+11,14725 VENTURA BLVD,91403,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037141303,-118.45368,34.15175,28.1030612,56.11048051,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24222E+11,14737 SHERMAN WAY,91405,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037127220,-118.45129,34.2012,58.65827928,95.80022701,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24228E+11,1412 BUTLER AVE,90025,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037267403,-118.4541,34.048073,31.78937976,62.70652037,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24237E+11,515 KELTON AVE,90024,4,1-Dec-24,Multifamily Housing,1973,110000,"100,000+",No,,6037265303,-118.4536,34.067955,18.77405466,35.14945138,No,Eligible,,11.5,32.1,3762,0.376425,19,4,,,814.8857074,522.0716426,292.815267,35871.40621,11290.77763,10081.5194,1209.258076,137324.6141,884.527192,522.0772062,362.4495011,47853.98078,-1.793073644,-2.32846853,824.2531263,150542.7479
4.24255E+11,14717 NORDHOFF ST,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037119320,-118.45392,34.235443,41.04940974,77.48770337,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2426E+11,1835 S STONER AVE,90025,4,1-Dec-24,Other - Recreation,1977,10720,"7,500 to 14,999",Yes,,6037267600,-118.453285,34.038868,28.82059401,57.49779291,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24268E+11,14731 CALIFA ST,91411,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037128400,-118.45454,34.177563,50.87002861,89.69605247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24278E+11,664 VETERAN AVE,90024,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037265303,-118.45394,34.064953,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24283E+11,14724 VENTURA BLVD,91403,4,1-Dec-24,Office,1966,167438,"100,000+",No,98,6037141304,-118.45392,34.151775,27.44323767,54.71055619,No,Ineligible,,25,70,2143.6,29.362342,,,,,,,,90984.92964,18453.0077,16610.86482,1842.142644,348312.8114,,,,121377.7639,,,,381839.5423
4.24308E+11,14742 RAYMER ST,91405,5,1-Dec-25,Distribution Center,1957,50424,"50,000 to 99,999",No,,6037127210,-118.458336,34.2131,54.33918793,92.64724429,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24319E+11,14745 KESWICK ST,91405,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037127210,-118.453545,34.210274,54.33918793,92.64724429,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24324E+11,14701 RAYEN ST,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120108,-118.45369,34.231815,42.61968238,79.65695548,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24332E+11,14735 ROSCOE BLVD,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120106,-118.454605,34.221497,41.98996554,78.72367259,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24334E+11,11551 SANTA MONICA BLVD,90025,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037267300,-118.45326,34.045169,37.0576717,71.81233447,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24338E+11,1436 BUTLER AVE,90025,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037267403,-118.4537,34.0476,31.78937976,62.70652037,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2434E+11,424 KELTON AVE,90024,1,1-Dec-21,Multifamily Housing,1985,79203,"50,000 to 99,999",No,57,6037265303,-118.45382,34.06978,18.77405466,35.14945138,No,Eligible,,38.5,68.1,4106.8,0.426399,14,4,,,822.9375235,475.6244605,347.3134322,29071.12782,7856.105664,6985.245391,870.860161,111291.4667,912.4889944,475.6270978,436.8616694,38782.12033,-5.990023186,-7.781760458,1030.213259,122003.7888
4.24341E+11,4632 NATICK AVE,91403,2,1-Dec-22,Multifamily Housing,1970,26680,"20,000 to 49,999",No,,6037141303,-118.45415,34.155174,28.1030612,56.11048051,No,Eligible,Eligible,30.9,61.4,981.4,0.242369,5,4,904.4737901,239.07948,416.9362777,219.2030066,197.7330999,23886.24239,2485.253606,2192.395858,292.8577108,91442.44298,470.447341,219.20308,251.2442575,31865.26275,-4.805744521,-6.243692602,605.6422501,100244.2041
4.24342E+11,4730 NATICK AVE,91403,4,1-Dec-24,Multifamily Housing,1969,45512,"20,000 to 49,999",No,94,6037141303,-118.45415,34.156292,28.1030612,56.11048051,No,Eligible,,30.1,58,1323.3,0.278444,8,4,,,543.4342256,303.1581263,240.2761975,28282.80037,4323.099666,3823.121789,499.9778134,108273.5542,606.0237287,303.1593373,302.8642771,37730.45799,-4.68224412,-6.083011775,717.4531818,118695.3882
4.24345E+11,14732 BLYTHE ST,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037120030,-118.45388,34.215195,51.34610756,90.21314163,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24346E+11,4646 NATICK AVE,91403,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037141303,-118.45415,34.155334,28.1030612,56.11048051,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24352E+11,520 KELTON AVE,90024,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037265303,-118.453575,34.067863,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24356E+11,4540 NATICK AVE,91403,1,1-Dec-21,Multifamily Housing,1969,47060,"20,000 to 49,999",No,99,6037141303,-118.45414,34.15412,28.1030612,56.11048051,No,Eligible,,23.6,46.2,1731,0.256521,8,4,,,508.0425656,290.7636908,217.2791104,28422.43158,4468.436599,3951.572776,516.8637568,108808.097,563.3874643,290.7653178,272.6219885,37916.73196,-3.671587926,-4.769888206,639.2439426,119281.3833
4.24365E+11,4610 NATICK AVE,91403,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037141303,-118.45415,34.154922,28.1030612,56.11048051,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24376E+11,8849 CEDROS AVE,91402,2,1-Dec-22,Multifamily Housing,1964,21854,"20,000 to 49,999",No,81,6037120108,-118.45355,34.23077,42.61968238,79.65695548,Yes,Eligible,Eligible,33.6,67.5,1160.2,0.229733,4,4,743.1496822,212.945376,401.1087794,204.6686624,196.4398296,25089.02186,2032.931217,1793.088515,239.842671,96046.98026,455.288375,204.6683112,250.6201045,33469.8217,-5.225356284,-6.788934263,609.4322607,105291.9496
4.24385E+11,14725 TITUS ST,91402,5,1-Dec-25,Multifamily Housing,1963,41656,"20,000 to 49,999",No,59,6037120020,-118.45362,34.21974,57.37375669,94.82910834,Yes,Eligible,,49.7,79.8,4423.2,0.359226,7,4,,,655.5057904,344.1056586,311.3998262,27979.79348,3968.991256,3510.999067,457.9921309,107113.5689,740.3439819,344.10566,396.2383357,37326.23392,-7.729799933,-10.04262508,958.142519,117423.749
4.24389E+11,11854 LA GRANGE AVE,90025,1,1-Dec-21,Office,1985,134193,"100,000+",No,88,6037267600,-118.453186,34.03529,28.82059401,57.49779291,No,Ineligible,,34,94.1,1229.8,28.326051,,,,,,,,67724.08886,14228.67858,12752.53349,1476.1449,259264.5605,,,,90346.81348,,,,284219.9823
4.24398E+11,8353 CEDROS AVE,91402,4,1-Dec-24,Multifamily Housing,1988,48756,"20,000 to 49,999",No,100,6037120106,-118.45356,34.222473,41.98996554,78.72367259,Yes,Eligible,Eligible,4.7,13.2,,0.195877,,,,66.454428,385.9261021,242.0690308,143.8576692,24584.52569,4610.378527,4075.273193,535.1052652,94115.64416,418.748464,242.0717074,176.6764863,32796.80236,-0.732777053,-0.951588301,394.1605067,103174.7134
4.24402E+11,14721 CALIFA ST,91411,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037128400,-118.45446,34.177563,50.87002861,89.69605247,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24404E+11,690 VETERAN AVE,90024,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037265303,-118.45345,34.064384,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24405E+11,8917 CEDROS AVE,91402,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037120108,-118.45355,34.232098,42.61968238,79.65695548,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24406E+11,6301 PACIFIC AVE,90293,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037278102,-118.45263,33.96178,20.36724734,39.23571699,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24408E+11,631 KELTON AVE,90024,4,1-Dec-24,Multifamily Housing,1962,30890,"20,000 to 49,999",No,96,6037265303,-118.453125,34.06572,18.77405466,35.14945138,No,Eligible,,28.8,50.7,1277.7,0.235479,6,4,,,432.1983535,232.4920211,199.7062573,26230.15514,2885.175925,2546.061829,339.114052,100415.5206,485.4111709,232.4924496,252.9186815,34992.14199,-4.479401561,-5.819638632,605.3548255,110080.9823
4.24409E+11,403 LANDFAIR AVE,90024,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037265303,-118.453156,34.070408,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24415E+11,655 KELTON AVE,90024,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037265303,-118.45285,34.06526,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24423E+11,14720 ROSCOE BLVD,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037120020,-118.45387,34.22149,57.37375669,94.82910834,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24425E+11,606 LEVERING AVE,90024,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037265303,-118.453125,34.066456,18.77405466,35.14945138,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24427E+11,9075 CEDROS AVE,91402,1,1-Dec-21,Multifamily Housing,1995,30018,"20,000 to 49,999",No,94,6037120108,-118.45355,34.23478,42.61968238,79.65695548,Yes,Eligible,Eligible,22.2,62.2,2951.1,0.141766,6,4,-61.77696138,193.255884,379.3172952,208.7908812,170.5264456,23448.53783,2791.209221,2461.831045,329.3781337,89766.80169,423.8856193,208.7915912,215.0939573,31281.34626,-3.45308039,-4.486190669,510.2825412,98407.27456
4.24431E+11,8825 CEDROS AVE,91402,2,1-Dec-22,Multifamily Housing,1977,26223,"20,000 to 49,999",No,84,6037120108,-118.45355,34.23041,42.61968238,79.65695548,Yes,Eligible,,52,81.5,1392.1,0.330585,5,4,,,562.853541,279.9388238,282.9141599,24058.22269,2474.025146,2185.729057,288.2960528,92100.82609,642.2329414,279.9378057,362.2952505,32094.69178,-8.086707628,-10.50652269,887.9946046,100965.9597
4.24433E+11,9009 CEDROS AVE,91402,5,1-Dec-25,Multifamily Housing,1976,45976,"20,000 to 49,999",No,99,6037120108,-118.45355,34.233486,42.61968238,79.65695548,Yes,Eligible,,28.8,51.5,2703.5,0.286077,8,4,,,537.4150178,301.3766208,236.0385247,26341.86061,4367.588874,3862.535342,505.0534672,100843.1568,598.6359859,301.3779239,297.2579382,35141.16185,-4.480120236,-5.8203948,702.7865031,110549.7805
4.24445E+11,14728 BLYTHE ST,91402,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037120030,-118.453804,34.215195,51.34610756,90.21314163,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24452E+11,14718 RAYMER ST,91405,3,1-Dec-23,Other,1980,51400,"100,000+",No,,6037127210,-118.45833,34.2131,54.33918793,92.64724429,Yes,,,,,317.1,,,,,,,,,,,,,,,,,,,,,
4.24464E+11,9127 CEDROS AVE,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037119320,-118.45355,34.236126,41.04940974,77.48770337,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24466E+11,8857 CEDROS AVE,91402,2,1-Dec-22,Multifamily Housing,1970,22486,"20,000 to 49,999",No,100,6037120108,-118.45355,34.230892,42.61968238,79.65695548,Yes,Eligible,Eligible,3.2,9.1,1684,0.153158,4,4,763.7642433,20.867008,190.7370468,117.0613291,73.67598631,23083.18486,2045.890787,1799.766847,246.1239075,88368.14015,207.636508,117.0625492,90.57382933,30793.94986,-0.498280216,-0.647225127,202.5148133,96873.98534
4.24478E+11,12301 W PICO BLVD,90064,4,1-Dec-24,Multifamily Housing,2014,90700,"100,000+",No,100,6037267600,-118.4522,34.028397,28.82059401,57.49779291,No,Eligible,,32.2,61.6,2343.6,0.286398,16,4,,,848.705099,505.1054219,343.6002935,31941.46864,9115.25699,8117.999605,997.2572559,122279.8411,935.6843646,505.1089752,430.5750828,42611.27699,-5.010940331,-6.50954176,1006.993461,134049.8455
4.24485E+11,8623 CEDROS AVE,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120107,-118.45356,34.226746,37.2153449,72.14024467,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24486E+11,433 MIDVALE AVE,90024,2,1-Dec-22,Multifamily Housing,2006,52398,"50,000 to 99,999",No,84,6037265303,-118.45254,34.069122,18.77405466,35.14945138,No,Eligible,,41,78,1170,0.23482,9,4,,,667.2012408,366.5011437,300.7000891,26507.80499,5035.24514,4459.274368,575.9706983,101478.4329,746.8205563,366.5021948,380.3182711,35362.5387,-6.377488518,-8.285494259,907.7156258,111246.2049
4.24488E+11,8421 CEDROS AVE,91402,3,1-Dec-23,Multifamily Housing,1986,51492,"50,000 to 99,999",No,96,6037120106,-118.45356,34.223408,41.98996554,78.72367259,Yes,Eligible,,27.2,85.3,5848.3,0.281442,9,4,,,563.5235423,321.3452543,242.1785165,25182.10715,4921.939743,4356.239988,565.6996827,96403.33375,625.5988249,321.3469506,304.2517131,33594.00142,-4.231587949,-5.497421767,715.4658282,105682.6038
4.24499E+11,8437 CEDROS AVE,91402,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037120106,-118.45356,34.22363,41.98996554,78.72367259,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24501E+11,14646 DICKENS ST,91403,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037141304,-118.45299,34.150467,27.44323767,54.71055619,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24503E+11,14657 DICKENS ST,91403,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037141304,-118.45338,34.15048,27.44323767,54.71055619,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24503E+11,8309 CEDROS AVE,91402,1,1-Dec-21,Multifamily Housing,1989,35637,"20,000 to 49,999",No,97,6037120106,-118.45356,34.221867,41.98996554,78.72367259,Yes,Eligible,Eligible,21,58.8,1561.9,0.21931,6,4,123.1604538,217.02933,410.6023116,231.1226575,179.4797841,23164.71261,3333.332666,2942.17869,391.153926,88680.24855,456.7195075,231.1237578,225.59564,30902.71135,-3.266751775,-4.244035177,531.0608371,97216.13563
4.24506E+11,14710 BURBANK BLVD,91411,3,1-Dec-23,Multifamily Housing,1985,22300,"20,000 to 49,999",No,97,6037128802,-118.45348,34.172108,27.06788086,54.02951192,No,Eligible,,45,75.5,1130.3,0.272694,4,4,,,484.9674497,240.7285784,244.2383852,21862.3887,2092.287338,1847.288935,244.9983713,83694.63056,553.5079237,240.7276789,312.7803452,29165.35589,-6.998042346,-9.092109424,766.6927546,91750.62867
4.2452E+11,9041 CEDROS AVE,91402,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037120108,-118.45355,34.234116,42.61968238,79.65695548,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2456E+11,14701 RINALDI ST,91340,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037106649,-118.45332,34.28075,35.16095937,68.73502333,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24577E+11,6103 CEDROS AVE,91411,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037128303,-118.45309,34.181137,57.94483674,95.30836171,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24577E+11,14710 BLYTHE ST,91402,4,1-Dec-24,Multifamily Housing,1962,45077,"20,000 to 49,999",No,100,6037120030,-118.45347,34.2152,51.34610756,90.21314163,Yes,Eligible,,20,28.2,317.8,0.23842,8,4,,,469.034709,271.1032967,197.9316865,28091.85143,4264.139324,3769.168958,494.9703019,107542.5545,518.8952998,271.1049924,247.7901403,37475.72399,-3.111704569,-4.042477398,578.0848556,117894.0264
4.24594E+11,527 S MIDVALE AVE,90024,2,1-Dec-22,Multifamily Housing,1987,91052,"100,000+",No,65,6037265303,-118.45251,34.067646,18.77405466,35.14945138,No,Eligible,,52,90.2,6247,0.573572,16,4,,,990.8323553,565.5589063,425.2737131,31002.92784,9184.912542,8183.344989,1001.567424,118686.8749,1102.478843,565.5614789,536.9171644,41359.22367,-8.08979599,-10.50977217,1276.6876,130111.0395
4.24596E+11,1650 FEDERAL AVE,90025,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037267300,-118.45286,34.043415,37.0576717,71.81233447,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24604E+11,912 COEUR D ALENE AVE,90291,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037273800,-118.45241,33.991596,21.68399983,42.4265355,No,,,,,,,,,,,,,,,,,,,,,,,,,,
