"LADBS_ID","Address","Postal_Code","EBEWE_Compliance_Wave","EBEWE_Compliance_Date","Property_Type","Year_Built","Building_SQFT","LADBS_Building_Category","City_Owned","Energy_STAR_Score","Census_Tract_GEOID","Longitude","Latitude","CES_Score","CES_Score_Percentile","Disadvantaged_Community","AC_Opt","CDI","Site_EUI","Source_EUI","Total_Water_Use","Predicted_HVAC_Capacity_Tonnage_per_Unit","Predicted_HVAC_Units","Predicted_HVAC_Type","Predicted_Investment_Cost","Predicted_Energy_Cost_Savings","Predicted_Elecricity_Cost_Savings","Predicted_Natural_Gas_Cost_Savings","Predicted_Natural_Gas_Usage","Predicted_kwAmount","MID_pred_elec_savings","MID_pred_gas_savings","MID_pred_energy_savings","Adv1_pred_energy_savings","Adv1_pred_elec_savings","Adv1_pred_gas_savings","Adv2_pred_energy_savings","Adv2_pred_elec_savings","Adv2_pred_elec_savings.1","Predicted_Investment_Cost_Mid","Predicted_Investment_Cost_Advanced1","Predicted_Investment_Cost_Advanced2"
399689900741,"7900 RESEDA BLVD",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037131400,-118.536064,34.213978,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399697896813,"7320 RESEDA BLVD",91335,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037131800,-118.53604,34.2034,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399701899576,"7722 RESEDA BLVD",91335,4,"December 1, 2024","Multifamily Housing",1977,92122,"50,000 to 99,999","No",88,6037131400,-118.53606,34.21069,36.6957938158696,71.2952453020557,"No","Eligible",,41,78.3,4302.2,0.513601,16,4,33334.759094,919.460686417304,537.219449633278,382.241711023059,,,8274.92290602914,1013.10270444482,9288.02574063786,1017.96496092213,537.22263184793,480.742065381277,-6.37938091353173,-8.28748537765309,1133.49349698024,127613.70157,44469.985688,139897.114882
399713888038,"6000 RESEDA BLVD",91356,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037139303,-118.536,34.17968,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399724889865,"6262 RESEDA BLVD",91335,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037132900,-118.53601,34.18428,35.0592320044321,68.5710682305461,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399724897657,"7432 RESEDA BLVD",91335,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037131800,-118.53605,34.205402,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399735900940,"7918 RESEDA BLVD",91335,1,"December 1, 2021","Multifamily Housing",1987,41930,"20,000 to 49,999","No",37,6037131400,-118.536064,34.214256,36.6957938158696,71.2952453020557,"No","Eligible",,50.5,100.9,3.5,0.363174,8,4,24242.733388,663.056889815793,347.733014710281,315.323558798785,,,3536.35409907136,461.023745343803,3997.37790324443,749.029349089159,347.732991511983,401.296374236983,-7.85421051689656,-10.204263567726,970.713001930895,92807.178692,32340.836896,101740.302018
399739892381,"6640 RESEDA BLVD",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037132700,-118.536026,34.191334,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399744911954,"9600 RESEDA BLVD",91324,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115201,-118.53609,34.244637,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399746901791,"8040 RESEDA BLVD",91335,1,"December 1, 2021","Multifamily Housing",1969,58320,"50,000 to 99,999","No",20,6037131400,-118.536064,34.21641,36.6957938158696,71.2952453020557,"No","Eligible",,65.8,103.6,5487,0.536171,10,4,30665.123117,882.024131671555,466.635984297737,415.387768797394,,,5039.46488539173,641.669759347009,5681.1347266479,995.322962235487,466.636114957616,528.686863191575,-10.2340940923187,-13.2961585992362,1279.14746789064,117393.674845,40908.577809,128693.362971
399747899206,"7650 RESEDA BLVD",91335,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037131400,-118.53606,34.20931,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399753909449,"9224 RESEDA BLVD",91324,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037115202,-118.53608,34.237827,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399759899025,"7634 RESEDA BLVD",91335,3,"December 1, 2023","Multifamily Housing",1961,25000,"20,000 to 49,999","No",,6037131400,-118.53606,34.20906,36.6957938158696,71.2952453020557,"No","Eligible","Eligible",4.5,12.7,1469.3,0.153868,5,4,25167.733278,218.145017001074,132.706987450494,85.4383100236052,847.591922651667,32.625,2011.51282230357,273.800327809927,2285.31318546569,238.048790734167,132.708292427231,105.340360595082,-0.700545967545878,-0.909991370224083,237.182799533853,96348.307024,33574.82607,105622.28045
399762913668,"9850 RESEDA BLVD",91324,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037115201,-118.53609,34.249508,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399764885624,"18455 BURBANK BLVD",91356,3,"December 1, 2023","Office",1963,35949,"20,000 to 49,999","No",47,6037139401,-118.53505,34.172325,35.6206486772173,69.5043511161559,"No","Ineligible",,71.5,147.6,1256.7,22.684695,,,49137.670564,,,,,,3045.27720409908,395.697124548288,3440.974378713,,,,,,,188111.154775,65551.74137,206217.729808
399766913268,"9810 RESEDA BLVD",91324,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037115201,-118.53609,34.2486,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399767913480,"9830 RESEDA BLVD",91324,1,"December 1, 2021","Multifamily Housing",1964,192386,"50,000 to 99,999","No",51,6037115201,-118.53609,34.24932,21.8450726892248,42.7670576365242,"No","Eligible",,35.9,74.1,20196.3,0.784435,32,4,57157.744449,1390.61416960225,897.212609470618,493.403071441772,,,19721.4786907335,2117.28649787436,21838.7654605778,1518.97152278953,897.220531708426,621.750512057999,-5.59112308977765,-7.26215315766308,1473.63719910066,218813.980985,76250.860863,239875.846081
399778912746,"9730 RESEDA BLVD",91324,4,"December 1, 2024","Multifamily Housing",1971,31674,"20,000 to 49,999","No",99,6037115201,-118.53609,34.247158,21.8450726892248,42.7670576365242,"No","Eligible",,38.9,69.8,2528,0.287911,6,4,24597.369379,509.190473928107,266.208624974372,242.981602775249,,,2628.23773119537,347.959226189903,2976.19700178866,575.331541797911,266.208590248727,309.122962461079,-6.04995773711869,-7.86019050275952,747.173905411379,94164.812966,32813.936383,103228.614915
399788912174,"9628 RESEDA BLVD",91324,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115201,-118.53609,34.2454,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399808902722,"18440 ROSCOE BLVD",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037131400,-118.53465,34.220745,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399823886127,"5650 RESEDA BLVD",91356,4,"December 1, 2024","Residential Care Facility",1968,64000,"20,000 to 49,999","No",,6037139303,-118.535995,34.174202,44.1686289155849,81.7883717997225,"Yes",,,30.4,84.2,33.9,,,,,,,,,,,,,,,,,,,,,
399823886581,"18445 COLLINS ST",91356,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037139303,-118.5344,34.174908,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399847885282,"18440 BURBANK BLVD",91356,2,"December 1, 2022","Self-Storage Facility",1995,122498,"100,000+","No",,6037139401,-118.53526,34.172337,35.6206486772173,69.5043511161559,"No",,,4,12.6,147,,,,,,,,,,,,,,,,,,,,,
399858886332,"18444 COLLINS ST",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139303,-118.5344,34.174896,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399872907940,"8966 RESEDA BLVD",91324,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115202,-118.53608,34.23317,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399880909671,"9250 RESEDA BLVD",91324,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115202,-118.53608,34.23823,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399886894210,"6925 CANBY AVE",91335,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037132300,-118.53474,34.19607,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399932888102,"18434 OXNARD ST",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139303,-118.53418,34.18,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399934885568,"18425 BURBANK BLVD",91356,5,"December 1, 2025","Medical Office",1982,92356,"50,000 to 99,999","No",6,6037139401,-118.53454,34.172176,35.6206486772173,69.5043511161559,"No",,,118.7,278.8,2211.2,,,,,,,,,,,,,,,,,,,,,
399934886735,"18433 COLLINS ST",91356,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037139303,-118.53414,34.174908,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399938887042,"18440 HATTERAS ST",91356,2,"December 1, 2022","Multifamily Housing",1978,110781,"50,000 to 99,999","No",71,6037139303,-118.53432,34.177452,44.1686289155849,81.7883717997225,"Yes","Eligible",,37.1,46.3,11622.6,0.55479,19,4,36425.25415,1000.32253987909,601.465129114824,398.85816061801,,,10202.845713922,1218.41991426376,11421.2657848292,1101.97701278203,601.469439506169,500.507226236247,-5.77383183880993,-7.50049994127937,1174.31280515517,139444.880933,48592.83747,152867.100378
399940886355,"18434 COLLINS ST",91356,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037139303,-118.53418,34.174896,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
399943910351,"18434 VINCENNES ST",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115201,-118.53471,34.24093,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399944909089,"9100 RESEDA BLVD",91324,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037115202,-118.53608,34.235638,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399946906676,"8757 CANBY AVE",91325,4,"December 1, 2024","Multifamily Housing",1985,57560,"50,000 to 99,999","No",85,6037115202,-118.53481,34.230053,35.15599911001,68.7097994702989,"No","Eligible",,35.7,67.3,1578.4,0.338296,10,4,26064.653936,664.14926154946,373.602525457943,290.546889532323,,,4923.94142074006,632.645578955127,5556.58708090689,739.807861803405,373.604132236995,366.203584515545,-5.55360078609534,-7.21498897472361,867.402284102538,99781.941112,34771.356355,109386.417815
399965884833,"5500 RESEDA BLVD",91356,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037139401,-118.535995,34.170315,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399974906127,"18450 PARTHENIA PL",91325,4,"December 1, 2024","Manufacturing/Industrial Plant",1963,25440,"20,000 to 49,999","No",,6037115202,-118.53534,34.229248,35.15599911001,68.7097994702989,"No",,,5.3,14.7,74.1,,,,,,,,,,,,,,,,,,,,,
399976910000,"18437 PRAIRIE ST",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115201,-118.53475,34.23913,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
399989897561,"18445 VALERIO ST",91335,1,"December 1, 2021","Multifamily Housing",2004,43179,"20,000 to 49,999","No",100,6037131800,-118.53428,34.204765,38.7627784567935,74.1077058897717,"No","Eligible",,36.6,67.2,2144037.2,0.201074,8,4,25246.571689,573.381149077113,311.9811494133,261.399950098485,,,3625.742646552,474.45698680669,4100.19969413828,642.80123553,311.981899091536,330.819270282898,-5.69286291775392,-7.39609599719812,790.630066198114,96650.119959,33679.999862,105953.144285
400011886273,"18424 COLLINS ST",91356,2,"December 1, 2022","Multifamily Housing",1694,28680,"20,000 to 49,999","No",,6037139303,-118.533966,34.174896,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400023903280,"18433 ROSCOE BLVD",91325,1,"December 1, 2021","Medical Office",1977,30000,"50,000 to 99,999","No",62,6037115403,-118.53451,34.220757,44.1776690047009,81.838819523269,"Yes",,,56.5,158.2,718.6,,,,,,,,,,,,,,,,,,,,,
400040892977,"6727 DARBY AVE",91335,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037132700,-118.53349,34.19283,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400046896485,"7238 CANBY AVE",91335,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037131800,-118.53475,34.20187,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400046904824,"18400 MALDEN ST",91325,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115403,-118.53324,34.22555,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400046910437,"18420 VINCENNES ST",91325,4,"December 1, 2024","Multifamily Housing",1970,34014,"20,000 to 49,999","No",90,6037115201,-118.534454,34.24093,21.8450726892248,42.7670576365242,"No","Eligible",,30.9,60.9,1364.4,0.261752,6,4,24804.903361,469.181164131369,253.161726705499,216.019367198482,,,2816.98545675992,373.520329884254,3190.50583447448,526.682532247391,253.16223282249,273.520253073341,-4.80609390222344,-6.24406020965529,654.366512986151,94959.304374,33090.795537,104099.579823
400055911575,"18424 HALSTED ST",91325,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115201,-118.53468,34.24456,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400062909942,"18429 PRAIRIE ST",91325,2,"December 1, 2022","Multifamily Housing",1972,22243,"20,000 to 49,999","No",28,6037115201,-118.5346,34.23913,21.8450726892248,42.7670576365242,"No","Eligible",,71.9,128.9,1361.5,0.42639,4,4,23780.964459,674.772397289192,320.607700520141,354.163725668311,,,1883.08318440146,244.963562078395,2128.04677705821,776.580882221845,320.605440728594,455.975689317222,-11.1809066080093,-14.5267390642385,1130.19201325741,91039.413034,31724.817514,99802.380679
400071893429,"18425 VANOWEN ST",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037132300,-118.534485,34.193863,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400076897191,"18400 VALERIO ST",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037131800,-118.53394,34.204754,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400081884486,"18441 VENTURA BLVD",91356,4,"December 1, 2024","Convenience Store without Gas Station",1971,22275,"50,000 to 99,999","No",,6037139401,-118.534805,34.168297,35.6206486772173,69.5043511161559,"No",,,118.4,307.2,323,,,,,,,,,,,,,,,,,,,,,
400091884292,"18439 VENTURA BLVD",91356,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037139401,-118.53475,34.168278,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400104909438,"18415 DEARBORN ST",91325,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037115202,-118.53434,34.237312,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400118896825,"7324 CANBY AVE",91335,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037131800,-118.53475,34.203415,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400138886302,"18414 COLLINS ST",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139303,-118.533745,34.174896,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400138888107,"18412 OXNARD ST",91356,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037139303,-118.5337,34.180004,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400141910411,"18414 VINCENNES ST",91325,1,"December 1, 2021","Multifamily Housing",1985,22000,"20,000 to 49,999","No",,6037115201,-118.53434,34.24093,21.8450726892248,42.7670576365242,"No","Eligible","Eligible",16.6,21.9,877.5,0.177813,4,4,21550.136739,281.958455658319,154.704113172698,127.254363117174,-334.62584952477,105.908,1779.58987353447,241.074123894462,2020.66402836237,315.17503233712,154.704628188992,160.470350935661,-2.58191570693667,-3.35441546781147,380.463681959608,82499.252833,28748.798503,90440.190271
400142897392,"18405 VALERIO ST",91335,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037131800,-118.53397,34.204765,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400154894577,"18420 HART ST",91335,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037132300,-118.53465,34.19748,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400155892552,"6653 DARBY AVE",91335,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037132700,-118.53349,34.192074,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400165910001,"18415 PRAIRIE ST",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115201,-118.53434,34.23913,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400172892904,"6717 DARBY AVE",91335,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037132700,-118.53349,34.192726,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400176908987,"18418 DEARBORN ST",91325,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037115202,-118.53442,34.2373,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400186910666,"18411 VINCENNES ST",91325,4,"December 1, 2024","Multifamily Housing",1965,57000,"50,000 to 99,999","No",10,6037115201,-118.53426,34.24094,21.8450726892248,42.7670576365242,"No","Eligible",,58.7,130.1,3611.5,0.476352,10,4,30364.605559,823.079505836929,439.656195038678,383.423043216549,,,4906.98390587623,626.990571809996,5533.97455781162,926.930062897754,439.656610555662,487.273435860421,-9.13000312245291,-11.8616727060345,1175.15872057346,116243.219316,40507.674612,127432.170737
400195909633,"18400 PRAIRIE ST",91325,2,"December 1, 2022","Multifamily Housing",1969,57500,"50,000 to 99,999","No",,6037115202,-118.53408,34.239117,35.15599911001,68.7097994702989,"No","Eligible","Eligible",2.3,7.3,1978.9,0.206037,10,4,29675.195345,427.568629861566,273.824645444744,153.744738146894,1926.56937426784,38.3525,4868.08560755204,631.25035056453,5499.33603966625,461.851064962457,273.827933629137,188.022803853625,-0.360001011840058,-0.467152308962921,415.224090196903,113603.986521,39587.972079,124538.89949
400197902994,"18350 ROSCOE BLVD",91325,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037131400,-118.53299,34.220768,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400198884737,"18411 CLARK ST",91356,4,"December 1, 2024","Medical Office",1985,38051,"50,000 to 99,999","No",,6037139401,-118.53291,34.16978,35.6206486772173,69.5043511161559,"No",,,69.8,171.9,1132,,,,,,,,,,,,,,,,,,,,,
400208909422,"18407 DEARBORN ST",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037115202,-118.53419,34.237312,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400213886331,"18404 COLLINS ST",91356,1,"December 1, 2021","Multifamily Housing",1977,25900,"20,000 to 49,999","No",23,6037139303,-118.53352,34.174896,44.1686289155849,81.7883717997225,"Yes","Eligible",,68.2,101.4,2370.6,0.419673,5,4,24194.572275,675.083034560952,326.699032895519,348.383148381185,,,2182.98867213567,285.100288829552,2468.08899678991,774.33856934248,326.697178428341,447.641596258774,-10.6057422418428,-13.7794078599741,1104.96175358046,92622.80604,32276.587923,101538.182639
400216903438,"18407 ROSCOE BLVD",91325,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037115403,-118.53403,34.220764,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400216910382,"18404 VINCENNES ST",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037115201,-118.53416,34.24093,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400217885422,"18401 BURBANK BLVD",91356,2,"December 1, 2022","Office",1977,32256,"20,000 to 49,999","No",76,6037139401,-118.53282,34.17182,35.6206486772173,69.5043511161559,"No","Ineligible",,38.4,95.6,154.8,13.886537,,,44161.861319,,,,,,2677.29427987919,354.34944849019,3031.64377360627,,,,,,,169062.526455,58913.800315,185335.582267
400221909991,"9301 DARBY AVE",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037115201,-118.53391,34.239265,21.8450726892248,42.7670576365242,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400237911660,"18402 HALSTED ST",91325,1,"December 1, 2021","Multifamily Housing",1969,55062,"20,000 to 49,999","No",93,6037115201,-118.53431,34.24456,21.8450726892248,42.7670576365242,"No","Eligible",,28.8,56.3,2099,0.299262,10,4,29666.122458,598.758731118096,341.992764400201,256.766212454311,,,4683.95459690135,605.010648100849,5288.96532275523,664.622909872008,341.994580124868,322.62815926837,-4.48055308069549,-5.8208502252379,758.952580492574,113569.253265,39575.868462,124500.822996
400239895505,"7115 DARBY AVE",91335,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037132300,-118.53351,34.199654,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400240908374,"9051 N DARBY AVE",91325,3,"December 1, 2023",,,,"7,500 to 14,999","Yes",,6037115202,-118.533875,34.23478,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400241909072,"9151 DARBY AVE",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037115202,-118.53387,34.236416,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400249888106,"18408 OXNARD ST",91356,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037139303,-118.53361,34.180004,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400255892319,"6615 DARBY AVE",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037132700,-118.53349,34.191685,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400285906895,"8303 DARBY AVE",91325,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115403,-118.533875,34.222713,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400287911329,"9511 DARBY AVE",91325,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037115103,-118.533745,34.242874,29.3044767452414,58.2292849035187,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400298840635,"15821 W SUNSET BLVD",90272,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037262604,-118.53205,34.048866,5.33937379704541,3.5691764409131,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400322886219,"18400 COLLINS ST",91356,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037139303,-118.53343,34.174896,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400366886694,"18375 COLLINS ST",91356,3,"December 1, 2023","Multifamily Housing",1985,44427,"20,000 to 49,999","No",86,6037139303,-118.53286,34.174908,44.1686289155849,81.7883717997225,"Yes","Eligible",,29.3,63.7,2042.9,0.271197,8,4,24318.863396,530.340713066005,295.87662944477,234.464181952853,,,3725.39162384902,488.024701649632,4213.41638814342,591.375555209202,295.877818831026,295.497623574956,-4.55779490106851,-5.92133263238438,699.786270202513,93098.623187,32442.397562,102059.799403
400432885012,"18321 CLARK ST",91356,2,"December 1, 2022","Hospital (General Medical & Surgical)",1973,275000,"100,000+","No",,6037139401,-118.53125,34.169773,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400437893553,"18345 VANOWEN ST",91335,2,"December 1, 2022","Supermarket/Grocery Store",1955,37000,"20,000 to 49,999","No",80,6037132300,-118.53334,34.193863,38.1892556793889,73.4771093454408,"No",,,94.2,253.4,965,,,,,,,,,,,,,,,,,,,,,
400449906943,"8808 DARBY AVE",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037115202,-118.53357,34.230927,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400465905064,"18350 NAPA ST",91325,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037115403,-118.53281,34.226444,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400483896158,"18341 SHERMAN WAY",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037131800,-118.533221,34.201295,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400511886661,"18355 COLLINS ST",91356,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037139303,-118.532425,34.174904,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400515892280,"18331 KITTRIDGE ST",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037132700,-118.53228,34.190235,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400524884067,"18361 VENTURA BLVD",91356,4,"December 1, 2024","Other",1976,66000,"20,000 to 49,999","No",,6037139401,-118.53232,34.167297,35.6206486772173,69.5043511161559,"No",,,13.7,38.3,2227.3,,,,,,,,,,,,,,,,,,,,,
400533888255,"18356 OXNARD ST",91356,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037139303,-118.53247,34.180134,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400599902834,"18300 ROSCOE BLVD",91325,3,"December 1, 2023","Hospital (General Medical & Surgical)",1968,5e+05,"100,000+","No",23,6037131400,-118.53206,34.220783,36.6957938158696,71.2952453020557,"No",,,250.3,540.9,24522.2,,,,,,,,,,,,,,,,,,,,,
400600886626,"18347 COLLINS ST",91356,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037139303,-118.53225,34.174904,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400608892951,"18300 VANOWEN ST",91335,1,"December 1, 2021","Strip Mall",1996,203657,"20,000 to 49,999","No",,6037132700,-118.532156,34.193664,43.2412787804277,80.4641190566276,"Yes",,,29.1,43.9,7924.9,,,,,,,,,,,,,,,,,,,,,
400611883823,"18345 VENTURA BLVD",91356,2,"December 1, 2022","Office",1966,31000,"20,000 to 49,999","No",40,6037139401,-118.531845,34.167107,35.6206486772173,69.5043511161559,"No","Ineligible",,54.5,152.5,1120.6,16.71757,,,47538.703529,,,,,,2594.167899532,340.889518567961,2935.05746134777,,,,,,,181989.913537,63418.651373,199507.290582
